Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V)
29.125,8.9019,7.4841,3.1083,.0853
29.13,8.8886,7.4835,3.0023,.0818
29.135,8.8847,7.4809,3.0347,.0816
29.14,8.8697,7.4783,3.0811,.0831
29.145,8.8629,7.4753,3.0698,.076
29.15,8.859,7.4731,2.9857,.0627
29.155,8.849,7.4672,3.0221,.0674
29.16,8.849,7.4575,3.0837,.0747
29.165,8.8454,7.4633,3.024,.0641
29.17,8.8354,7.4614,3.0866,.0671
29.175,8.8234,7.4594,3.0714,.0719
29.18,8.8383,7.4556,3.0892,.069
29.185,8.8224,7.4526,3.049,.0619
29.19,8.9226,7.452,2.9822,.058
29.195,8.9849,7.4478,3.0201,.0577
29.2,8.9366,7.4458,3.014,.0531
29.205,8.934,7.4452,3.0325,.0491
29.21,8.7997,7.4419,3.1207,.0615
29.215,8.8039,7.4377,3.0821,.0569
29.22,8.7912,7.4393,3.0312,.053
29.225,8.7848,7.4325,3.0308,.0513
29.23,8.7825,7.4345,3.0779,.0564
29.235,8.7724,7.4319,3.1359,.0649
29.24,8.7767,7.428,3.1028,.0641
29.245,8.7692,7.427,3.0749,.0682
29.25,8.8905,7.4277,2.9974,.0645
29.255,8.8,7.4221,2.9984,.0564
29.26,8.7854,7.4196,2.9731,.0475
29.265,8.7835,7.4183,3.0026,.0382
29.27,8.7669,7.4166,3.0081,.0369
29.275,8.775,7.414,3.0159,.0394
29.28,8.7731,7.4144,3.0454,.0407
29.285,8.7689,7.4101,3.0707,.0429
29.29,8.7698,7.4085,3.0574,.0431
29.295,8.7562,7.4098,3.0607,.0399
29.3,8.7552,7.4085,3.0344,.0397
29.305,8.7536,7.4072,3.0574,.0377
29.31,8.752,7.4059,3.1401,.0484
29.315,8.7429,7.403,3.1294,.0525
29.32,8.7332,7.3991,3.1392,.059
29.325,8.7299,7.4079,3.0983,.0617
29.33,8.8399,7.3969,2.9744,.0497
29.335,8.7432,7.3949,2.9796,.0447
29.34,8.7406,7.3939,3.0068,.0431
29.345,8.7231,7.3917,3.0432,.0376
29.35,8.7231,7.3904,3.0792,.0468
29.355,8.7134,7.392,3.0302,.0421
29.36,8.717,7.3878,3.011,.0434
29.365,8.7008,7.3865,3.0399,.0421
29.37,8.7186,7.3842,3.0055,.0314
29.375,8.8114,7.3836,2.9909,.0282
29.38,8.8172,7.3836,2.9961,.0277
29.385,8.6923,7.3839,3.038,.0259
29.39,8.6904,7.3712,3.0652,.0326
29.395,8.6926,7.3806,3.035,.0311
29.4,8.7017,7.3787,3.0402,.0285
29.405,8.6985,7.3784,3.0273,.0269
29.41,8.6972,7.3777,3.0912,.0303
29.415,8.6926,7.3754,3.0912,.0309
29.42,8.6982,7.3706,3.074,.0407
29.425,8.6852,7.3728,3.0597,.0494
29.43,8.6813,7.3709,3.0509,.051
29.435,8.6751,7.3699,3.0753,.0541
29.44,8.6712,7.3677,3.0542,.0499
29.445,8.6693,7.3667,3.026,.0382
29.45,8.6699,7.3673,2.9403,.025
29.455,8.6725,7.3748,2.9228,.0203
29.46,8.6719,7.3641,3.0055,.0188
29.465,8.6576,7.3641,3.0114,.0156
29.47,8.6641,7.3615,3.0253,.0117
29.475,8.6547,7.3625,3.0162,.0091
29.48,8.654,7.3625,3.0581,.0118
29.485,8.6489,7.3644,3.0571,.0046
29.49,8.6553,7.3628,3.1687,.0206
29.495,8.6482,7.3618,3.1674,.0298
29.5,8.6563,7.3612,3.0938,.0374
29.505,8.6521,7.3576,3.0568,.0468
29.51,8.633,7.3563,2.9705,.0428
29.515,8.6245,7.3557,3.0107,.0434
29.52,8.6187,7.3475,2.9721,.0379
29.525,8.7517,7.3518,2.975,.0305
29.53,8.7338,7.3508,2.9523,.023
29.535,8.6583,7.3501,2.9721,.0175
29.54,8.6596,7.3498,3.0117,.0167
29.545,8.6579,7.3485,3.0159,.0104
29.55,8.643,7.3466,3.0094,.0067
29.555,8.6326,7.3456,2.9825,.0062
29.56,8.6401,7.3488,3.0526,.0131
29.565,8.6382,7.3485,3.0646,.0165
29.57,8.6349,7.3518,3.133,.0267
29.575,8.6336,7.3466,3.109,.0305
29.58,8.6187,7.3456,3.1178,.0366
29.585,8.6229,7.345,3.0704,.0387
29.59,8.7342,7.3394,2.9851,.0282
29.595,8.7368,7.3427,2.9877,.023
29.6,8.7429,7.3411,3.012,.0167
29.605,8.7475,7.3411,2.9854,.0068
29.61,8.6112,7.3411,3.0522,.0089
29.615,8.6086,7.3424,3.0334,.0101
29.62,8.6103,7.3391,3.0487,.0042
29.625,8.62,7.3411,3.0243,.0003
29.63,8.6177,7.3404,3.073,.0029
29.635,8.6346,7.3433,3.072,.0044
29.64,8.6287,7.3414,3.0633,.0073
29.645,8.6313,7.3417,3.0532,.0068
29.65,8.6184,7.3388,3.0805,.0182
29.655,8.6262,7.3401,3.1064,.0216
29.66,8.6219,7.3391,3.0649,.0209
29.665,8.619,7.3375,3.062,.024
29.67,8.6167,7.3375,3.0509,.0241
29.675,8.606,7.3368,3.0496,.0263
29.68,8.609,7.3339,3.0616,.0308
29.685,8.5973,7.3336,3.0587,.0352
29.69,8.6021,7.3333,3.0681,.0365
29.695,8.5996,7.333,3.0448,.0339
29.7,8.5869,7.3304,3.0464,.0314
29.705,8.5879,7.3304,3.0341,.0269
29.71,8.5973,7.33,2.9977,.0207
29.715,8.6998,7.3291,2.9806,.0138
29.72,8.6829,7.3291,3.0149,.0122
29.725,8.6998,7.3278,3.002,.0088
29.73,8.6057,7.3278,3.0711,.0096
29.735,8.5944,7.3265,3.0363,.0063
29.74,8.5914,7.3281,3.036,.0049
29.745,8.5837,7.3278,3.0733,.0034
29.75,8.5966,7.3239,3.0892,.0093
29.755,8.5921,7.3271,3.1158,.0156
29.76,8.5898,7.3261,3.0685,.0229
29.765,8.5837,7.3255,3.0928,.0298
29.77,8.5791,7.3242,3.0406,.0288
29.775,8.5791,7.3229,3.0649,.0267
29.78,8.5571,7.3219,3.0542,.0241
29.785,8.5717,7.3248,3.0493,.0188
29.79,8.5687,7.3193,3.0075,.0143
29.795,8.5629,7.321,3.0104,.0135
29.8,8.5652,7.3222,3.0159,.0136
29.805,8.5512,7.32,3.0247,.011
29.81,8.5691,7.321,3.0269,.0107
29.815,8.5678,7.3239,3.0402,.0044
29.82,8.5843,7.3206,3.0445,.0041
29.825,8.582,7.318,3.0506,.0036
29.83,8.5846,7.3197,3.0704,.0096
29.835,8.5859,7.3203,3.0957,.0112
29.84,8.583,7.32,3.0334,.0127
29.845,8.5905,7.3184,3.0659,.0138
29.85,8.5804,7.319,3.025,.0118
29.855,8.5827,7.3184,3.0425,.0107
29.86,8.5833,7.3161,3.0188,.0096
29.865,8.5765,7.318,3.0149,.0097
29.87,8.5837,7.3177,3.0597,.0154
29.875,8.5623,7.3167,3.084,.0109
29.88,8.5704,7.3161,3.0432,.0183
29.885,8.5626,7.3158,3.026,.018
29.89,8.5678,7.3164,2.9783,.013
29.895,8.5632,7.3154,2.99,.0112
29.9,8.5619,7.3154,3.0097,.0114
29.905,8.5658,7.3148,3.0143,.0096
29.91,8.5512,7.3151,3.0425,.0125
29.915,8.5548,7.3281,3.0325,.0107
29.92,8.5496,7.3151,3.0052,.0091
29.925,8.5486,7.3145,3.0347,.0094
29.93,8.5564,7.3132,2.9767,.0062
29.935,8.5425,7.3135,2.9822,.0055
29.94,8.5616,7.3141,3.0412,.013
29.945,8.5616,7.3158,3.0256,.0114
29.95,8.5635,7.3135,3.0785,.0154
29.955,8.5658,7.3132,3.0325,.0167
29.96,8.5613,7.3128,3.025,.0133
29.965,8.5694,7.3112,3.0263,.011
29.97,8.6722,7.3115,2.9906,.0068
29.975,8.6881,7.3115,2.9913,.0034
29.98,8.6709,7.3073,3.0396,.0047
29.985,8.645,7.3112,3.0195,.0054
29.99,8.5665,7.3109,3.0879,.0112
29.995,8.56,7.3115,3.036,.0084
30,8.5603,7.3115,3.0399,.005
30.005,8.5804,7.3041,3.0003,.0055
30.01,8.535,7.3028,3.1012,.0157
30.015,8.5376,7.3031,3.0749,.0152
30.02,8.5295,7.3025,3.1002,.0196
30.025,8.5493,7.3012,3.0075,.0165
30.03,8.5538,7.3005,2.9637,.005
30.035,8.6378,7.3008,2.9403,.0018
30.04,8.5376,7.3005,2.9429,.0025
30.045,8.525,7.3012,3.0016,.0055
30.05,8.536,7.2995,3.1674,.0368
30.055,8.5233,7.3044,3.339,.0588
30.06,8.5366,7.2966,3.3286,.0753
30.065,8.5347,7.2934,3.2819,.0918
30.07,8.5285,7.2892,3.2893,.1268
30.075,8.5126,7.2833,3.372,.1754
30.08,8.5061,7.2762,3.3792,.2003
30.085,8.4867,7.2642,3.2624,.2225
30.09,8.4666,7.2584,3.2828,.2654
30.095,8.4461,7.2464,3.3117,.2966
30.1,8.4143,7.2334,3.2721,.3172
30.105,8.3819,7.2201,3.2764,.3483
30.11,8.3547,7.2068,3.291,.379
30.115,8.3193,7.1886,3.2741,.4006
30.12,8.2875,7.1718,3.2371,.4367
30.125,8.2518,7.1572,3.2472,.4652
30.13,8.2149,7.1367,3.2225,.4862
30.135,8.1662,7.1169,3.2407,.5212
30.14,8.1189,7.0955,3.2335,.5416
30.145,8.0919,7.0748,3.2481,.5592
30.15,8.0365,7.0501,3.2199,.5848
30.155,7.9881,7.0313,3.2183,.5795
30.16,7.9482,7.0083,3.2407,.6104
30.165,7.8957,6.9833,3.2066,.6343
30.17,7.8406,6.9583,2.9754,.6201
30.175,7.7903,6.934,2.7639,.597
30.18,7.763,6.9097,2.8174,.5829
30.185,7.7219,6.8853,2.8567,.5741
30.19,7.6609,6.8649,2.8006,.5481
30.195,7.6281,6.8442,2.6462,.5056
30.2,7.5921,6.8263,2.6848,.4763
30.205,7.5383,6.8059,2.7097,.454
30.21,7.4938,6.7874,2.9695,.4527
30.215,7.4614,6.7653,3.181,.4563
30.22,7.427,6.7498,3.1528,.4637
30.225,7.4027,6.731,2.9066,.4354
30.23,7.3644,6.7105,3.0406,.4684
30.235,7.3122,6.6924,3.3033,.5273
30.24,7.2853,6.6735,3.1885,.5241
30.245,7.2548,6.6525,3.0629,.5328
30.25,7.2181,6.6353,2.9906,.5434
30.255,7.1653,6.6113,2.8982,.5286
30.26,7.1299,6.5912,2.9004,.5244
30.265,7.1098,6.5707,3.0477,.5429
30.27,7.0647,6.549,2.8518,.5043
30.275,7.0154,6.5286,2.7311,.4498
30.28,6.9817,6.5062,2.7785,.4495
30.285,6.9632,6.4926,2.8894,.4328
30.29,6.9298,6.4747,3.0639,.4359
30.295,6.8746,6.4592,3.0921,.4491
30.3,6.8406,6.442,3.0976,.4444
30.305,6.7994,6.4244,2.9073,.4305
30.31,6.7793,6.405,3.0357,.4606
30.315,6.7378,6.3888,3.2144,.4927
30.32,6.6745,6.3683,3.1904,.4951
30.325,6.6375,6.3524,3.0545,.5082
30.33,6.6002,6.3294,3.0247,.5176
30.335,6.5597,6.309,3.0415,.5168
30.34,6.5081,6.2866,3.038,.5129
30.345,6.4634,6.2616,3.0363,.5207
30.35,6.4296,6.2438,2.8674,.5003
30.355,6.3871,6.223,2.7149,.4872
30.36,6.344,6.2052,2.7564,.4967
30.365,6.2973,6.1835,2.8742,.4885
30.37,6.2694,6.1643,2.8794,.4702
30.375,6.2474,6.1442,2.8093,.4613
30.38,6.2165,6.1312,2.7902,.4423
30.385,6.1734,6.1095,2.7568,.4192
30.39,6.1397,6.0917,2.963,.4444
30.395,6.1215,6.0748,3.1865,.4692
30.4,6.0952,6.056,3.0759,.4634
30.405,6.0489,6.0369,2.9225,.4579
30.41,6.0174,6.0187,3.0552,.4724
30.415,5.973,5.9999,3.1531,.4966
30.42,5.9415,5.9811,3.1385,.5097
30.425,5.8932,5.9606,3.1204,.5322
30.43,5.8526,5.9408,2.8774,.5184
30.435,5.8049,5.9188,2.7892,.5021
30.44,5.765,5.8964,2.8661,.5162
30.445,5.7219,5.8789,2.977,.5189
30.45,5.6694,5.8546,2.7915,.4823
30.455,5.6314,5.8354,2.6682,.4537
30.46,5.5928,5.8199,2.7396,.4412
30.465,5.5539,5.7994,2.8482,.4344
30.47,5.5231,5.7829,2.9523,.414
30.475,5.4877,5.7676,3.0558,.4148
30.48,5.4556,5.7492,2.9442,.4145
30.485,5.4131,5.7326,2.8521,.4156
30.49,5.3846,5.7122,3.0354,.4527
30.495,5.3567,5.6956,3.1674,.489
30.5,5.3197,5.6759,3.0824,.4922
30.505,5.2789,5.6577,3.001,.5115
30.51,5.2419,5.6402,3.0188,.5278
30.515,5.213,5.6129,2.9971,.5417
30.52,5.1595,5.5902,2.9783,.5515
30.525,5.1258,5.5691,3.0419,.5662
30.53,5.0842,5.5464,2.7272,.5328
30.535,5.0473,5.526,2.5164,.4961
30.54,5.01,5.5069,2.6809,.4786
30.545,4.9642,5.4871,2.846,.4737
30.55,4.936,5.4696,2.8113,.4485
30.555,4.8971,5.4511,2.7697,.432
30.56,4.8569,5.4319,2.7555,.4117
30.565,4.8235,5.4167,2.7331,.3928
30.57,4.7927,5.3982,3.121,.4367
30.575,4.7593,5.3788,3.3477,.4666
30.58,4.7103,5.3635,3.1184,.4598
30.585,4.6639,5.3444,2.9189,.4694
30.59,4.6331,5.3226,2.9822,.4898
30.595,4.5964,5.3077,3.0328,.5137
30.6,4.5556,5.2821,3.1038,.5249
30.605,4.5027,5.2571,3.1262,.5314
30.61,4.4641,5.2347,2.8463,.5162
30.615,4.4346,5.2153,2.5901,.5005
30.62,4.3801,5.1952,2.7321,.5098
30.625,4.3392,5.1747,2.8979,.5131
30.63,4.3146,5.1533,2.7269,.4857
30.635,4.2568,5.1371,2.5716,.4538
30.64,4.2384,5.1206,2.5988,.4362
30.645,4.2105,5.1008,2.6672,.4208
30.65,4.1689,5.0836,2.9643,.4404
30.655,4.1479,5.0641,3.1301,.4533
30.66,4.1252,5.0495,2.9874,.437
30.665,4.0869,5.0304,2.8006,.4383
30.67,4.0389,5.0129,2.9617,.4689
30.675,4.0048,5.0002,3.1272,.4857
30.68,3.9828,4.9733,3.1223,.5162
30.685,3.9338,4.9526,3.0143,.526
30.69,3.8842,4.9315,2.7545,.5056
30.695,3.8449,4.9101,2.6919,.5131
30.7,3.8109,4.8877,2.7989,.5188
30.705,3.7671,4.8692,2.9313,.5178
30.71,3.7058,4.8481,2.8375,.4993
30.715,3.6639,4.829,2.6348,.4671
30.72,3.6357,4.8105,2.6176,.4543
30.725,3.6075,4.7907,2.7308,.4529
30.73,3.5618,4.7732,2.8833,.4331
30.735,3.5167,4.757,2.8891,.4255
30.74,3.4872,4.7437,2.8002,.4226
30.745,3.4654,4.721,2.7775,.4079
30.75,3.4366,4.7022,2.8988,.436
30.755,3.3925,4.6847,3.0156,.4593
30.76,3.3451,4.6662,3.0205,.4697
30.765,3.3237,4.647,2.9186,.4869
30.77,3.2887,4.6318,2.845,.4951
30.775,3.2533,4.6065,2.867,.5016
30.78,3.2037,4.5857,2.9069,.5113
30.785,3.1739,4.5656,2.8833,.5178
30.79,3.1466,4.5449,2.748,.5115
30.795,3.1061,4.5231,2.6306,.4789
30.8,3.0594,4.5072,2.6277,.4637
30.805,3.0253,4.4939,2.772,.4666
30.81,2.9987,4.469,2.8761,.4608
30.815,2.9676,4.4505,2.8366,.4597
30.82,2.9228,4.432,2.7571,.4582
30.825,2.8706,4.4142,2.7727,.452
30.83,2.8427,4.3934,2.8398,.4671
30.835,2.8106,4.382,2.9024,.4695
30.84,2.7636,4.3577,2.9267,.4747
30.845,2.7195,4.3379,2.9008,.4886
30.85,2.6737,4.3194,2.857,.4843
30.855,2.6439,4.2971,2.8622,.4903
30.86,2.6076,4.2757,2.8284,.5005
30.865,2.5553,4.2565,2.8336,.4697
30.87,2.5307,4.2435,2.6254,.4561
30.875,2.4934,4.2173,2.665,.4433
30.88,2.4616,4.2001,2.6796,.442
30.885,2.4305,4.1819,2.7013,.4359
30.89,2.3867,4.1628,2.809,.444
30.895,2.3611,4.1462,2.8375,.4537
30.9,2.3283,4.131,2.7681,.4418
30.905,2.2972,4.1099,2.7694,.442
30.91,2.2615,4.0914,2.9527,.4715
30.915,2.2261,4.0713,3.0091,.4877
30.92,2.195,4.0538,2.9507,.5029
30.925,2.1528,4.0337,2.9105,.5132
30.93,2.1198,4.0123,2.7272,.5218
30.935,2.0786,3.9941,2.7341,.5026
30.94,2.0455,3.9714,2.7088,.5128
30.945,2.0108,3.9503,2.7367,.5144
30.95,1.9628,3.9296,2.6802,.495
30.955,1.9252,3.9091,2.6231,.4805
30.96,1.8869,3.89,2.6089,.4689
30.965,1.8421,3.877,2.6754,.4576
30.97,1.8052,3.856,2.6932,.4509
30.975,1.7679,3.8381,2.7065,.4457
30.98,1.7309,3.8216,2.7545,.4318
30.985,1.7001,3.8037,2.7263,.4177
30.99,1.6654,3.7865,2.8567,.4354
30.995,1.6307,3.7707,2.9796,.4624
31,1.6021,3.7577,2.9319,.4567
31.005,1.5739,3.7317,2.8803,.4655
31.01,1.5366,3.7126,2.8443,.4807
31.015,1.5029,3.6925,2.8447,.4977
31.02,1.4662,3.6717,2.855,.5166
31.025,1.4215,3.6487,2.9144,.5345
31.03,1.3861,3.625,2.6394,.5212
31.035,1.3401,3.6088,2.6017,.498
31.04,1.3079,3.5887,2.5719,.4972
31.045,1.2758,3.5686,2.6215,.4891
31.05,1.2405,3.5511,2.6695,.4799
31.055,1.2139,3.5316,2.6536,.4626
31.06,1.185,3.5144,2.6089,.4384
31.065,1.1497,3.5057,2.6066,.4138
31.07,1.1114,3.4813,2.6685,.4061
31.075,1.1078,3.4654,2.6527,.3917
31.08,1.0718,3.4512,2.6669,.3954
31.085,1.0449,3.4353,2.6462,.3781
31.09,.9917,3.4213,2.5638,.3641
31.095,.9599,3.4119,2.5531,.3491
31.1,.7848,3.3954,2.506,.3243
31.105,.9015,3.3827,2.4801,.2892
31.11,.9009,3.372,2.1214,.2228
31.115,.8915,3.3681,2.0769,.1433
31.12,.8779,3.3604,2.0782,.0915
31.125,.875,3.3597,2.1645,.0387
31.13,.8685,3.3656,2.4237,.0052
31.135,.8672,3.36,2.5297,-.0115
31.14,.8652,3.3584,2.6108,-.0409
31.145,.8698,3.3594,2.617,-.0615
31.15,.886,3.3636,2.832,-.0545
31.155,.8811,3.3652,2.8353,-.0416
31.16,.885,3.3626,2.8524,-.0285
31.165,.8795,3.3688,2.807,-.0158
31.17,.875,3.3685,2.8385,.0088
31.175,.8782,3.3681,2.8067,.0216
31.18,.8694,3.3685,2.798,.0284
31.185,.8685,3.3672,2.7853,.0243
31.19,.8795,3.3646,2.5641,-.0048
31.195,.8964,3.3672,2.6076,-.0179
31.2,.8733,3.3672,2.6744,-.0092
