Time (s),Accelerometer (V),LED Sensor (V),Voice Coil Voltage (V),Voice Coil Current (V)
0.755,3.435231,2.949312,0.354190609,-3.173785
0.76,3.486842,3.37648,0.323029807,-4.193322
0.765,4.650196,3.686793,0.311019916,-3.571732
0.77,2.13523,3.63291,0.319783891,-1.551158
0.775,2.5994,3.402123,0.34088235,1.093611
0.78,3.838055,3.075904,0.373666111,3.370637
0.785,2.514356,2.689312,0.40352855,4.400905
0.79,2.196254,2.427365,0.422679463,3.790014
0.795,2.074531,2.361797,0.419758137,1.764545
0.8,2.539674,2.55071,0.390220289,-0.899705186
0.805,2.231635,2.916528,0.353866017,-3.174109
0.81,3.252809,3.366092,0.323354399,-4.193646
0.815,4.445375,3.682898,0.311344508,-3.571083
0.82,3.275855,3.660825,0.319783891,-1.552132
0.825,3.312534,3.418352,0.340557758,1.09426
0.83,2.726641,3.048638,0.373666111,3.370637
0.835,2.672109,2.69126,0.403203958,4.399282
0.84,1.729488,2.416978,0.423004054,3.790339
0.845,1.618478,2.352059,0.419433545,1.765518
0.85,1.54869,2.528313,0.389571105,-0.899056005
0.855,4.010091,2.961972,0.354190609,-3.172811
0.86,3.273258,3.370637,0.323354399,-4.193971
0.865,4.650196,3.687767,0.311344508,-3.572056
0.87,2.506566,3.643622,0.319459299,-1.551808
0.875,4.03898,3.437503,0.340557758,1.092962
0.88,3.399526,3.065193,0.373341519,3.370961
0.885,1.968065,2.676978,0.403203958,4.400905
0.89,1.769413,2.416653,0.422679463,3.790339
0.895,2.421847,2.369912,0.419108953,1.765194
0.9,2.624393,2.553956,0.389895697,-0.899380596
0.905,3.290462,2.942496,0.353866017,-3.172811
0.91,4.038655,3.384919,0.323354399,-4.192997
0.915,3.908167,3.670888,0.311669099,-3.572381
0.92,3.902325,3.677055,0.319783891,-1.552457
0.925,1.906392,3.385568,0.340557758,1.092962
0.93,3.487816,3.066816,0.373016927,3.369338
0.935,2.019026,2.676653,0.403203958,4.40123
0.94,1.970337,2.422496,0.422679463,3.790664
0.945,2.348488,2.367315,0.419433545,1.765843
0.95,1.631137,2.527664,0.389895697,-0.898406823
0.955,3.303446,2.945742,0.353866017,-3.173135
0.96,1.924244,3.336554,0.323029807,-4.193971
0.965,4.262627,3.678353,0.311669099,-3.571732
0.97,1.971635,3.629339,0.319459299,-1.552781
0.975,2.641272,3.405369,0.34088235,1.092313
0.98,3.324544,3.062596,0.373341519,3.370637
0.985,2.52669,2.68704,0.403203958,4.399931
0.99,1.402623,2.407889,0.422679463,3.790014
0.995,1.399377,2.345892,0.419108953,1.766492
1,2.438076,2.548763,0.389895697,-0.898731414
